datetime,state,country
2012-11-07,FL,us
2012-11-07,SC,us
2012-11-07,AZ,us
2012-11-07,NE,us
2012-11-07,MN,us
2012-11-07,NE,us
2012-11-07,MI,us
2012-11-07,CO,us
2012-11-08,CO,us
2012-11-08,CA,us
2012-11-08,NC,us
2012-11-08,AK,us
2012-11-08,GA,us
2012-11-08,WA,us
2012-11-08,TX,us
2012-11-08,TX,us
2012-11-08,TX,us
2012-11-08,TX,us
2012-11-08,FL,us
2012-11-08,NJ,us
2012-11-08,SC,us
2012-11-08,CO,us
2012-11-08,MO,us
2012-11-08,MS,us
2012-11-08,SC,us
2012-11-08,MI,us
2012-11-08,FL,us
2012-11-08,NC,us
2012-11-08,SC,us
2012-11-08,IA,us
2012-11-08,NC,us
2012-11-08,TX,us
2012-11-08,NY,us
2012-11-08,OR,us
2012-11-08,CO,us
2012-11-08,NM,us
2012-11-08,WI,us
2012-11-08,WV,us
2012-11-08,OH,us
2012-11-08,WV,us
2012-11-08,CA,us
2012-11-08,SC,us
2012-11-08,CO,us
2012-11-08,NM,us
2012-11-08,LA,us
2012-11-08,PA,us
2012-11-08,OK,us
2012-11-09,PA,us
2012-11-09,TX,us
2012-11-09,MO,us
2012-11-09,CA,us
2012-11-09,MS,us
2012-11-09,GA,us
2012-11-09,CA,us
2012-11-09,OH,us
2012-11-09,AZ,us
2012-11-09,CA,us
2012-11-09,FL,us
2012-11-09,FL,us
2012-11-09,VA,us
2012-11-09,NC,us
2012-11-09,AK,us
2012-11-09,VA,us
2012-11-09,NM,us
2012-11-09,CA,us
2012-11-09,ME,us
2012-11-09,OH,us
2012-11-10,WA,us
2012-11-10,TX,us
2012-11-10,ID,us
2012-11-10,TN,us
2012-11-10,WV,us
2012-11-10,IA,us
2012-11-10,MT,us
2012-11-10,PA,us
2012-11-10,UT,us
2012-11-10,WA,us
2012-11-10,WA,us
2012-11-10,NY,us
2012-11-10,FL,us
2012-11-10,FL,us
2012-11-10,NJ,us
2012-11-10,CA,us
2012-11-10,TN,us
2012-11-10,PA,us
2012-11-10,CA,us
2012-11-10,CA,us
2012-11-10,FL,us
2012-11-10,GA,us
2012-11-10,FL,us
2012-11-10,VT,us
2012-11-10,SC,us
2012-11-10,LA,us
2012-11-10,TX,us
2012-11-10,PA,us
2012-11-10,CA,us
2012-11-10,SC,us
2012-11-10,CA,us
2012-11-10,FL,us
2012-11-10,WA,us
2012-11-10,NY,us
2012-11-10,AR,us
2012-11-10,CA,us
2012-11-10,OH,us
2012-11-10,OR,us
2012-11-11,IN,us
2012-11-11,TX,us
2012-11-11,OH,us
2012-11-11,WA,us
2012-11-11,CA,us
2012-11-11,GA,us
2012-11-11,NE,us
2012-11-11,VA,us
2012-11-11,CA,us
2012-11-11,CA,us
2012-11-11,CO,us
2012-11-11,MT,us
2012-11-11,MT,us
2012-11-11,KS,us
2012-11-11,VA,us
2012-11-11,NV,us
2012-11-11,OH,us
2012-11-11,PA,us
2012-11-11,CO,us
2012-11-11,FL,us
2012-11-11,CA,us
2012-11-11,MO,us
2012-11-11,NC,us
2012-11-12,KS,us
2012-11-12,MO,us
2012-11-12,CA,us
2012-11-12,CA,us
2012-11-12,MO,us
2012-11-12,MA,us
2012-11-12,PA,us
2012-11-12,VA,us
2012-11-12,VA,us
2012-11-12,NC,us
2012-11-12,TX,us
2012-11-12,MS,us
2012-11-12,PA,us
2012-11-12,CA,us
2012-11-12,CO,us
2012-11-12,MO,us
2012-11-12,NY,us
2012-11-12,OH,us
2012-11-13,CA,us
2012-11-13,CA,us
2012-11-13,AL,us
2012-11-13,KY,us
2012-11-13,FL,us
2012-11-13,TX,us
2012-11-13,NH,us
2012-11-13,NY,us
2012-11-13,VA,us
2012-11-13,FL,us
2012-11-13,IL,us
2012-11-13,MT,us
2012-11-13,CA,us
2012-11-13,MO,us
2012-11-13,CT,us
2012-11-13,CA,us
2012-11-13,NH,us
2012-11-13,MA,us
2012-11-13,TX,us
2012-11-13,OH,us
2012-11-13,MN,us
2012-11-13,CT,us
2012-11-13,TN,us
2012-11-13,MS,us
2012-11-14,VA,us
2012-11-14,NY,us
2012-11-14,CA,us
2012-11-14,VA,us
2012-11-14,WA,us
2012-11-14,NJ,us
2012-11-14,FL,us
2012-11-14,WA,us
2012-11-14,WA,us
2012-11-14,OR,us
2012-11-14,MA,us
2012-11-14,WA,us
2012-11-14,NY,us
2012-11-14,IL,us
2012-11-14,WA,us
2012-11-14,OH,us
2012-11-14,VT,us
2012-11-14,WA,us
2012-11-14,UT,us
2012-11-14,CA,us
2012-11-14,CA,us
2012-11-14,CA,us
2012-11-14,ID,us
2012-11-14,AK,us
2012-11-14,UT,us
2012-11-14,UT,us
2012-11-14,UT,us
2012-11-14,AR,us
2012-11-14,TN,us
2012-11-14,CA,us
2012-11-14,WA,us
2012-11-15,NJ,us
2012-11-15,CA,us
2012-11-15,TX,us
2012-11-15,OH,us
2012-11-15,FL,us
2012-11-15,CA,us
2012-11-15,WA,us
2012-11-15,PA,us
2012-11-15,OH,us
2012-11-15,IA,us
2012-11-15,NC,us
2012-11-15,MN,us
2012-11-15,UT,us
2012-11-15,MD,us
2012-11-15,MD,us
2012-11-15,WV,us
2012-11-15,WA,us
2012-11-15,KS,us
2012-11-16,OK,us
2012-11-16,KS,us
2012-11-16,MN,us
2012-11-16,NE,us
2012-11-16,NE,us
2012-11-16,IL,us
2012-11-16,WV,us
2012-11-16,NC,us
2012-11-16,WI,us
2012-11-16,NY,us
2012-11-16,MN,us
2012-11-16,CT,us
2012-11-16,PA,us
2012-11-16,PA,us
2012-11-16,PA,us
2012-11-16,NV,us
2012-11-16,CA,us
2012-11-16,IN,us
2012-11-16,ME,us
2012-11-16,CA,us
2012-11-16,CA,us
2012-11-16,PA,us
2012-11-16,PA,us
2012-11-16,WA,us
2012-11-16,VT,us
2012-11-16,NY,us
2012-11-16,MI,us
2012-11-17,MT,us
2012-11-17,MD,us
2012-11-17,VA,us
2012-11-17,NY,us
2012-11-17,ME,us
2012-11-17,NY,us
2012-11-17,FL,us
2012-11-17,MA,us
2012-11-17,NJ,us
2012-11-17,TN,us
2012-11-17,CA,us
2012-11-17,MO,us
2012-11-17,NH,us
2012-11-17,MA,us
2012-11-17,VA,us
2012-11-17,VA,us
2012-11-17,VA,us
2012-11-17,VA,us
2012-11-17,MO,us
2012-11-17,MO,us
2012-11-17,MO,us
2012-11-17,WI,us
2012-11-17,CT,us
2012-11-17,MI,us
2012-11-17,WI,us
2012-11-17,OH,us
2012-11-17,NH,us
2012-11-17,MT,us
2012-11-17,AZ,us
2012-11-17,IL,us
2012-11-17,IL,us
2012-11-17,IL,us
2012-11-17,ME,us
2012-11-17,WV,us
2012-11-17,OH,us
2012-11-18,CO,us
2012-11-18,CA,us
2012-11-18,TN,us
2012-11-18,AL,us
2012-11-18,TX,us
2012-11-18,IL,us
2012-11-18,IL,us
2012-11-18,KY,us
2012-11-18,CA,us
2012-11-18,UT,us
2012-11-18,PA,us
2012-11-18,IL,us
2012-11-18,KY,us
2012-11-18,KY,us
2012-11-18,IN,us
2012-11-18,OH,us
2012-11-18,OH,us
2012-11-18,WA,us
2012-11-18,GA,us
2012-11-18,OH,us
2012-11-18,WA,us
2012-11-18,MA,us
2012-11-18,MI,us
2012-11-19,NY,us
2012-11-19,HI,us
2012-11-19,UT,us
2012-11-19,NE,us
2012-11-19,FL,us
2012-11-19,OH,us
2012-11-19,PA,us
2012-11-19,ME,us
2012-11-19,NC,us
2012-11-19,RI,us
2012-11-19,KY,us
2012-11-19,WV,us
2012-11-19,AL,us
2012-11-19,IL,us
2012-11-19,OK,us
2012-11-19,NY,us
2012-11-19,NY,us
2012-11-19,TX,us
2012-11-20,TN,us
2012-11-20,SC,us
2012-11-20,MD,us
2012-11-20,CT,us
2012-11-20,IL,us
2012-11-20,OH,us
2012-11-20,CA,us
2012-11-21,AZ,us
2012-11-21,TX,us
2012-11-21,ID,us
2012-11-21,MA,us
2012-11-21,WI,us
2012-11-21,PA,us
2012-11-21,WV,us
2012-11-21,TX,us
2012-11-21,WI,us
2012-11-21,OH,us
2012-11-21,FL,us
2012-11-21,AL,us
2012-11-21,CA,us
2012-11-21,RI,us
2012-11-21,TX,us
2012-11-21,PA,us
2012-11-21,IN,us
2012-11-22,VT,us
2012-11-22,IN,us
2012-11-22,NJ,us
2012-11-22,TX,us
2012-11-22,IN,us
2012-11-22,CT,us
2012-11-22,CA,us
2012-11-22,OH,us
2012-11-22,WA,us
2012-11-22,CA,us
2012-11-22,CA,us
2012-11-22,MI,us
2012-11-22,NY,us
2012-11-22,OR,us
2012-11-22,OH,us
2012-11-22,NJ,us
2012-11-22,OR,us
2012-11-22,MA,us
2012-11-22,AK,us
2012-11-22,VT,us
2012-11-22,VT,us
2012-11-22,NM,us
2012-11-22,NY,us
2012-11-22,SC,us
2012-11-22,CT,us
2012-11-22,NY,us
2012-11-22,FL,us
2012-11-22,MN,us
2012-11-22,NV,us
2012-11-22,TX,us
2012-11-22,VA,us
2012-11-22,CO,us
2012-11-22,FL,us
2012-11-22,VA,us
2012-11-22,NC,us
2012-11-22,VT,us
2012-11-22,MA,us
2012-11-22,NY,us
2012-11-23,MI,us
2012-11-23,NY,us
2012-11-23,CA,us
2012-11-23,CT,us
2012-11-23,OK,us
2012-11-23,WI,us
2012-11-23,MA,us
2012-11-23,HI,us
2012-11-23,CT,us
2012-11-23,SC,us
2012-11-23,CA,us
2012-11-23,HI,us
2012-11-23,CA,us
2012-11-23,MI,us
2012-11-23,MO,us
2012-11-23,VT,us
2012-11-24,WA,us
2012-11-24,CA,us
2012-11-24,AL,us
2012-11-24,SC,us
2012-11-24,FL,us
2012-11-24,FL,us
2012-11-24,UT,us
2012-11-24,VA,us
2012-11-24,AL,us
2012-11-24,MO,us
2012-11-24,TX,us
2012-11-24,FL,us
2012-11-24,FL,us
2012-11-24,MO,us
2012-11-24,TX,us
2012-11-24,PA,us
2012-11-24,MS,us
2012-11-24,CT,us
2012-11-24,FL,us
2012-11-24,FL,us
2012-11-24,GA,us
2012-11-25,NV,us
2012-11-25,NV,us
2012-11-25,TN,us
2012-11-25,IL,us
2012-11-25,NC,us
2012-11-25,OR,us
2012-11-25,GA,us
2012-11-25,SC,us
2012-11-25,FL,us
2012-11-25,CA,us
2012-11-25,AK,us
2012-11-25,FL,us
2012-11-25,NJ,us
2012-11-25,TN,us
2012-11-25,NJ,us
2012-11-25,MA,us
2012-11-26,VA,us
2012-11-26,MI,us
2012-11-26,MA,us
2012-11-26,WA,us
2012-11-26,MA,us
2012-11-26,CA,us
2012-11-26,VA,us
2012-11-27,PA,us
2012-11-27,IL,us
2012-11-27,OH,us
2012-11-27,SD,us
2012-11-27,MO,us
2012-11-27,NC,us
2012-11-27,AZ,us
2012-11-27,NY,us
2012-11-27,AZ,us
2012-11-27,FL,us
2012-11-28,TN,us
2012-11-28,ME,us
2012-11-28,OH,us
2012-11-28,VA,us
2012-11-28,VA,us
2012-11-28,AR,us
2012-11-28,TX,us
2012-11-28,RI,us
2012-11-28,FL,us
2012-11-28,SD,us
2012-11-28,TN,us
2012-11-28,MO,us
2012-11-28,KS,us
2012-11-28,NY,us
2012-11-28,CA,us
2012-11-28,SC,us
2012-11-28,MO,us
2012-11-28,NJ,us
2012-11-28,OH,us
2012-11-28,OR,us
2012-11-28,ME,us
2012-11-29,PA,us
2012-11-29,NE,us
2012-11-29,MD,us
2012-11-29,CA,us
2012-11-29,RI,us
2012-11-29,NH,us
2012-11-29,MA,us
2012-11-29,CA,us
2012-11-29,CA,us
2012-11-29,TX,us
2012-11-29,VA,us
2012-11-29,AZ,us
2012-11-29,PA,us
2012-11-29,KS,us
2012-11-29,PA,us
2012-11-29,WA,us
2012-11-30,SD,us
2012-11-30,NC,us
2012-11-30,OH,us
2012-11-30,IA,us
2012-11-30,IL,us
2012-11-30,MA,us
2012-11-30,GA,us
2012-11-30,CA,us
2012-11-30,WI,us
2012-11-30,NY,us
2012-11-30,TX,us
2012-12-01,WA,us
2012-12-01,MA,us
2012-12-01,OH,us
2012-12-01,OH,us
2012-12-01,DE,us
2012-12-01,TN,us
2012-12-01,VA,us
2012-12-01,FL,us
2012-12-01,FL,us
2012-12-02,IN,us
2012-12-02,OR,us
2012-12-02,NV,us
2012-12-02,AL,us
2012-12-03,FL,us
2012-12-03,CA,us
2012-12-03,AL,us
2012-12-03,TX,us
2012-12-03,FL,us
2012-12-03,NY,us
2012-12-03,AR,us
2012-12-03,MA,us
2012-12-03,VA,us
2012-12-03,UT,us
2012-12-03,NY,us
2012-12-03,MA,us
2012-12-03,CO,us
2012-12-04,DE,us
2012-12-04,NM,us
2012-12-04,MO,us
2012-12-04,SD,us
2012-12-04,IL,us
2012-12-04,IL,us
2012-12-04,TX,us
2012-12-04,KS,us
2012-12-04,CO,us
2012-12-04,NY,us
2012-12-04,MN,us
2012-12-04,WI,us
2012-12-04,IL,us
2012-12-04,IN,us
2012-12-04,WI,us
2012-12-04,MO,us
2012-12-04,CA,us
2012-12-04,IN,us
2012-12-04,IL,us
2012-12-04,IN,us
2012-12-05,NC,us
2012-12-05,MD,us
2012-12-05,VA,us
2012-12-05,KS,us
2012-12-05,WA,us
2012-12-05,MO,us
2012-12-05,CO,us
2012-12-05,NY,us
2012-12-05,DE,us
2012-12-05,RI,us
2012-12-05,NC,us
2012-12-05,OH,us
2012-12-05,OH,us
2012-12-05,OH,us
2012-12-05,CT,us
2012-12-05,SC,us
2012-12-05,TX,us
2012-12-05,PA,us
2012-12-05,NJ,us
2012-12-05,IL,us
2012-12-06,GA,us
2012-12-06,PA,us
2012-12-06,CA,us
2012-12-06,NV,us
2012-12-06,NH,us
2012-12-06,NY,us
2012-12-06,NJ,us
2012-12-06,TX,us
2012-12-06,MO,us
2012-12-06,IL,us
2012-12-06,IN,us
2012-12-06,CA,us
2012-12-06,AZ,us
2012-12-06,OR,us
2012-12-06,FL,us
2012-12-06,WA,us
2012-12-06,TX,us
2012-12-06,DE,us
2012-12-06,FL,us
2012-12-06,MA,us
2012-12-06,WA,us
2012-12-07,CO,us
2012-12-07,CA,us
2012-12-07,WY,us
2012-12-07,TX,us
2012-12-07,VA,us
2012-12-07,OR,us
2012-12-07,NV,us
2012-12-07,IA,us
2012-12-07,TX,us
2012-12-07,CO,us
2012-12-07,CO,us
2012-12-07,TX,us
2012-12-07,CO,us
2012-12-07,NM,us
2012-12-07,CA,us
2012-12-07,NY,us
2012-12-07,FL,us
2012-12-07,TX,us
2012-12-07,IN,us
2012-12-08,NH,us
2012-12-08,WI,us
2012-12-08,IA,us
2012-12-08,ID,us
2012-12-08,ID,us
2012-12-08,HI,us
2012-12-08,NC,us
2012-12-08,SC,us
2012-12-08,TX,us
2012-12-08,WA,us
2012-12-08,WA,us
2012-12-08,WA,us
2012-12-08,FL,us
2012-12-08,FL,us
2012-12-08,NC,us
2012-12-08,WA,us
2012-12-09,UT,us
2012-12-09,MA,us
2012-12-09,TX,us
2012-12-09,AL,us
2012-12-09,MA,us
2012-12-09,VT,us
2012-12-09,GA,us
2012-12-09,CT,us
2012-12-09,FL,us
2012-12-09,TN,us
2012-12-09,CA,us
2012-12-10,NE,us
2012-12-10,VT,us
2012-12-10,CA,us
2012-12-10,CA,us
2012-12-10,IA,us
2012-12-10,NC,us
2012-12-10,CO,us
2012-12-10,FL,us
2012-12-10,SC,us
2012-12-10,AZ,us
2012-12-10,SC,us
2012-12-10,CA,us
2012-12-10,OK,us
2012-12-10,FL,us
2012-12-11,NH,us
2012-12-11,WA,us
2012-12-11,OH,us
2012-12-11,NC,us
2012-12-11,CA,us
2012-12-11,UT,us
2012-12-11,CA,us
2012-12-11,MA,us
2012-12-11,SD,us
2012-12-11,CA,us
2012-12-11,TN,us
2012-12-11,AZ,us
2012-12-11,MO,us
2012-12-11,NJ,us
2012-12-11,AR,us
2012-12-12,TN,us
2012-12-12,HI,us
2012-12-12,MO,us
2012-12-12,PA,us
2012-12-12,IL,us
2012-12-12,IL,us
2012-12-12,CA,us
2012-12-12,GA,us
2012-12-12,VT,us
2012-12-12,WA,us
2012-12-12,PA,us
2012-12-12,OK,us
2012-12-12,OH,us
2012-12-12,NH,us
2012-12-12,OH,us
2012-12-12,WI,us
2012-12-12,NH,us
2012-12-12,CA,us
2012-12-12,OH,us
2012-12-12,MA,us
2012-12-12,NH,us
2012-12-12,NH,us
2012-12-12,NH,us
2012-12-12,FL,us
2012-12-13,PA,us
2012-12-13,IN,us
2012-12-13,KY,us
2012-12-13,MD,us
2012-12-13,KY,us
2012-12-13,OR,us
2012-12-13,TX,us
2012-12-13,MS,us
2012-12-13,RI,us
2012-12-13,FL,us
2012-12-13,IL,us
2012-12-13,WI,us
2012-12-13,CA,us
2012-12-13,AR,us
2012-12-13,CO,us
2012-12-13,AL,us
2012-12-13,MS,us
2012-12-13,WI,us
2012-12-13,AZ,us
2012-12-13,OR,us
2012-12-13,MA,us
2012-12-13,IL,us
2012-12-13,IL,us
2012-12-13,MT,us
2012-12-13,PA,us
2012-12-13,IL,us
2012-12-13,NC,us
2012-12-13,OH,us
2012-12-14,CA,us
2012-12-14,NC,us
2012-12-14,MO,us
2012-12-14,MO,us
2012-12-14,LA,us
2012-12-14,CA,us
2012-12-14,NY,us
2012-12-14,OH,us
2012-12-14,TN,us
2012-12-14,IL,us
2012-12-14,NV,us
2012-12-14,MD,us
2012-12-14,WV,us
2012-12-14,VA,us
2012-12-15,NJ,us
2012-12-15,GA,us
2012-12-15,NC,us
2012-12-15,CO,us
2012-12-15,PA,us
2012-12-15,FL,us
2012-12-15,CT,us
2012-12-15,ME,us
2012-12-15,PA,us
2012-12-15,OR,us
2012-12-15,MA,us
2012-12-15,IL,us
2012-12-15,AR,us
2012-12-15,MA,us
2012-12-15,NH,us
2012-12-15,TX,us
2012-12-15,NY,us
2012-12-16,HI,us
2012-12-16,WA,us
2012-12-16,OK,us
2012-12-16,FL,us
2012-12-16,CA,us
2012-12-16,ME,us
2012-12-16,NY,us
2012-12-16,FL,us
2012-12-16,FL,us
2012-12-17,CA,us
2012-12-17,TX,us
2012-12-17,FL,us
2012-12-17,IL,us
2012-12-17,FL,us
2012-12-17,CO,us
2012-12-18,AR,us
2012-12-18,KY,us
2012-12-18,FL,us
2012-12-18,OK,us
2012-12-18,NC,us
2012-12-18,CA,us
2012-12-18,AL,us
2012-12-18,CA,us
2012-12-18,TX,us
2012-12-18,FL,us
2012-12-18,CA,us
2012-12-18,FL,us
2012-12-18,MO,us
2012-12-18,IA,us
2012-12-18,NY,us
2012-12-19,CA,us
2012-12-19,MA,us
2012-12-19,AK,us
2012-12-19,NH,us
2012-12-19,MI,us
2012-12-19,NC,us
2012-12-19,VA,us
2012-12-19,GA,us
2012-12-19,FL,us
2012-12-19,MA,us
2012-12-19,NE,us
2012-12-19,PA,us
2012-12-20,GA,us
2012-12-20,IA,us
2012-12-20,OH,us
2012-12-20,OK,us
2012-12-20,OH,us
2012-12-20,MD,us
2012-12-20,AZ,us
2012-12-20,ME,us
2012-12-20,ME,us
2012-12-20,OK,us
2012-12-20,MA,us
2012-12-20,SC,us
2012-12-20,WA,us
2012-12-20,AZ,us
2012-12-20,MD,us
2012-12-20,OK,us
2012-12-20,AL,us
2012-12-20,WA,us
2012-12-20,FL,us
2012-12-20,WV,us
2012-12-20,FL,us
2012-12-20,TX,us
2012-12-20,TX,us
2012-12-21,OK,us
2012-12-21,TX,us
2012-12-21,WA,us
2012-12-21,IA,us
2012-12-21,FL,us
2012-12-21,MN,us
2012-12-21,AL,us
2012-12-21,GA,us
2012-12-21,CA,us
2012-12-21,TX,us
2012-12-21,CA,us
2012-12-21,WI,us
2012-12-21,TX,us
2012-12-21,UT,us
2012-12-21,TX,us
2012-12-21,AZ,us
2012-12-21,NC,us
2012-12-21,WA,us
2012-12-21,NM,us
2012-12-21,NM,us
2012-12-21,MT,us
2012-12-21,MT,us
2012-12-21,OR,us
2012-12-21,OR,us
2012-12-21,OR,us
2012-12-21,MI,us
2012-12-22,SD,us
2012-12-22,TX,us
2012-12-22,CT,us
2012-12-22,MN,us
2012-12-22,NE,us
2012-12-22,NJ,us
2012-12-22,AZ,us
2012-12-22,OR,us
2012-12-22,CA,us
2012-12-22,MI,us
2012-12-22,NH,us
2012-12-22,VA,us
2012-12-22,TN,us
2012-12-22,MI,us
2012-12-22,AZ,us
2012-12-22,FL,us
2012-12-22,MO,us
2012-12-22,OH,us
2012-12-22,OH,us
2012-12-22,FL,us
2012-12-22,SD,us
2012-12-22,WA,us
2012-12-22,TX,us
2012-12-23,VA,us
2012-12-23,OH,us
2012-12-23,MO,us
2012-12-23,MD,us
2012-12-23,WI,us
2012-12-23,AL,us
2012-12-23,NH,us
2012-12-23,IN,us
2012-12-23,MD,us
2012-12-23,FL,us
2012-12-23,MA,us
2012-12-23,DE,us
2012-12-23,NJ,us
2012-12-23,FL,us
2012-12-23,GA,us
2012-12-23,WA,us
2012-12-23,VA,us
2012-12-24,TN,us
2012-12-24,TX,us
2012-12-24,OR,us
2012-12-24,IL,us
2012-12-24,FL,us
2012-12-24,ME,us
2012-12-24,CT,us
2012-12-24,MA,us
2012-12-24,FL,us
2012-12-24,VT,us
2012-12-24,FL,us
2012-12-24,OR,us
2012-12-24,NJ,us
2012-12-24,MN,us
2012-12-24,CA,us
2012-12-24,ID,us
2012-12-24,NV,us
2012-12-24,CA,us
2012-12-24,CA,us
2012-12-24,FL,us
2012-12-24,CA,us
2012-12-24,FL,us
2012-12-24,FL,us
2012-12-25,FL,us
2012-12-25,FL,us
2012-12-25,FL,us
2012-12-25,PA,us
2012-12-25,FL,us
2012-12-25,AK,us
2012-12-25,VT,us
2012-12-25,VA,us
2012-12-25,VA,us
2012-12-25,FL,us
2012-12-25,FL,us
2012-12-25,CA,us
2012-12-25,MN,us
2012-12-25,OR,us
2012-12-25,MI,us
2012-12-25,IN,us
2012-12-25,NY,us
2012-12-25,FL,us
2012-12-25,ME,us
2012-12-25,PA,us
2012-12-25,MA,us
2012-12-25,MD,us
2012-12-25,NY,us
2012-12-25,FL,us
2012-12-25,PA,us
2012-12-25,NY,us
2012-12-25,FL,us
2012-12-25,UT,us
2012-12-26,WI,us
2012-12-26,NY,us
2012-12-26,AK,us
2012-12-26,VT,us
2012-12-26,OR,us
2012-12-26,IL,us
2012-12-26,CA,us
2012-12-26,CA,us
2012-12-27,PA,us
2012-12-27,DE,us
2012-12-27,CA,us
2012-12-27,NV,us
2012-12-27,NY,us
2012-12-27,AL,us
2012-12-27,MI,us
2012-12-27,NC,us
2012-12-27,FL,us
2012-12-27,WA,us
2012-12-27,FL,us
2012-12-27,GA,us
2012-12-28,OH,us
2012-12-28,ID,us
2012-12-28,ME,us
2012-12-28,WA,us
2012-12-28,WA,us
2012-12-28,WA,us
2012-12-28,CA,us
2012-12-28,MN,us
2012-12-28,TX,us
2012-12-28,AK,us
2012-12-28,IL,us
2012-12-28,DE,us
2012-12-28,DE,us
2012-12-28,MD,us
2012-12-28,WA,us
2012-12-28,AZ,us
2012-12-28,SC,us
2012-12-28,FL,us
2012-12-28,FL,us
2012-12-28,WA,us
2012-12-29,CA,us
2012-12-29,SC,us
2012-12-29,KS,us
2012-12-29,FL,us
2012-12-29,HI,us
2012-12-29,OR,us
2012-12-29,IA,us
2012-12-29,NC,us
2012-12-29,NV,us
2012-12-29,LA,us
2012-12-29,OK,us
2012-12-29,MO,us
2012-12-29,MT,us
2012-12-29,NC,us
2012-12-30,OR,us
2012-12-30,VT,us
2012-12-30,CO,us
2012-12-30,CA,us
2012-12-30,ME,us
2012-12-30,CA,us
2012-12-30,MD,us
2012-12-30,NM,us
2012-12-30,MD,us
2012-12-30,CA,us
2012-12-30,FL,us
2012-12-30,CA,us
2012-12-31,CA,us
2012-12-31,AZ,us
2012-12-31,HI,us
2012-12-31,CA,us
2012-12-31,MS,us
2012-12-31,SC,us
2012-12-31,AL,us
2012-12-31,WA,us
2012-12-31,ID,us
2012-12-31,KY,us
2012-12-31,CA,us
2012-12-31,FL,us
2012-12-31,AZ,us
2012-12-31,FL,us
2012-12-31,WA,us
2012-12-31,FL,us
2012-12-31,NC,us
2012-12-31,ID,us
2012-12-31,FL,us
2012-12-31,AZ,us
2012-12-31,FL,us
2012-12-31,FL,us
2012-12-31,CA,us
2012-12-31,SC,us
2012-12-31,NH,us
2012-12-31,MN,us
2012-12-31,AZ,us
2012-12-31,CT,us
2012-12-31,OR,us
2012-12-31,PA,us
2012-12-31,ID,us
2012-12-31,OR,us
2012-12-31,TN,us
2012-12-31,OR,us
2012-12-31,MT,us
2012-12-31,CA,us
2012-12-31,VT,us
2012-12-31,CA,us
2012-12-31,LA,us
2012-12-31,OH,us
2012-12-31,ID,us
2012-12-31,FL,us
2012-12-31,ME,us
2012-12-31,FL,us
2012-12-31,TX,us
2012-12-31,AZ,us
2012-12-31,HI,us
2012-12-31,CA,us
2012-12-31,FL,us
2012-12-31,CA,us
2012-12-31,WA,us
2012-12-31,SC,us
2012-12-31,GA,us
2012-12-31,VA,us
2012-12-31,CA,us
2012-12-31,MT,us
2012-12-31,WA,us
2012-12-31,NV,us
2012-12-31,CA,us
2013-01-01,WA,us
2013-01-01,FL,us
2013-01-01,VA,us
2013-01-01,NM,us
2013-01-01,OR,us
2013-01-01,MS,us
2013-01-01,CA,us
2013-01-01,CA,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,MD,us
2013-01-01,MT,us
2013-01-01,PA,us
2013-01-01,TX,us
2013-01-01,FL,us
2013-01-01,WI,us
2013-01-01,PA,us
2013-01-01,CA,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,NH,us
2013-01-01,SC,us
2013-01-01,FL,us
2013-01-01,TX,us
2013-01-01,PA,us
2013-01-01,TX,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,NM,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,FL,us
2013-01-01,IL,us
2013-01-01,AK,us
2013-01-01,WA,us
2013-01-01,HI,us
2013-01-01,CA,us
2013-01-01,UT,us
2013-01-01,CA,us
2013-01-01,WA,us
2013-01-01,UT,us
2013-01-01,WA,us
2013-01-01,FL,us
2013-01-01,VT,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,PA,us
2013-01-01,HI,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,PA,us
2013-01-01,CA,us
2013-01-01,UT,us
2013-01-01,FL,us
2013-01-01,CA,us
2013-01-01,HI,us
2013-01-01,FL,us
2013-01-01,AZ,us
2013-01-01,GA,us
2013-01-02,WA,us
2013-01-02,WA,us
2013-01-02,KY,us
2013-01-02,NY,us
2013-01-02,CT,us
2013-01-02,NV,us
2013-01-02,CA,us
2013-01-03,NJ,us
2013-01-03,CA,us
2013-01-03,NY,us
2013-01-03,CO,us
2013-01-03,VA,us
2013-01-03,NC,us
2013-01-03,TN,us
2013-01-03,IL,us
2013-01-03,SD,us
2013-01-03,CA,us
2013-01-03,CA,us
2013-01-03,CA,us
2013-01-03,OR,us
2013-01-04,MA,us
2013-01-04,IA,us
2013-01-04,CA,us
2013-01-04,NY,us
2013-01-04,FL,us
2013-01-04,FL,us
2013-01-04,SD,us
2013-01-04,PA,us
2013-01-04,TN,us
2013-01-04,OR,us
2013-01-04,MN,us
2013-01-05,IA,us
2013-01-05,WA,us
2013-01-05,CO,us
2013-01-05,CA,us
2013-01-05,CA,us
2013-01-05,OH,us
2013-01-05,NY,us
2013-01-05,CA,us
2013-01-05,TX,us
2013-01-05,ME,us
2013-01-05,NJ,us
2013-01-05,MA,us
2013-01-05,WI,us
2013-01-05,CO,us
2013-01-06,CA,us
2013-01-06,TX,us
2013-01-06,UT,us
2013-01-06,FL,us
